,centroids_id,number,sse
230,230,1,0.0
231,231,1,0.0
232,232,4,1.2603510226742138
233,233,2,0.38503044335316144
234,234,1,0.0
235,235,2,0.25384498897368635
236,236,1,0.0
237,237,1,0.0
238,238,2,0.04788234339221413
239,239,2,0.37676285976433066
240,240,1,0.0
241,241,1,0.0
242,242,3,1.0145412744529327
243,243,4,0.683001275057891
244,244,1,0.0
245,245,1,0.0
246,246,3,0.39462769473482706
247,247,3,1.0230264001073501
248,248,1,0.0
249,249,2,0.49367379289088464
250,250,1,0.0
251,251,1,0.0
252,252,1,0.0
253,253,1,0.0
254,254,3,0.9849319277978738
255,255,1,0.0
256,256,3,0.5968944968487383
257,257,6,2.5511706332859885
258,258,1,0.0
259,259,1,0.0
260,260,1,0.0
261,261,1,0.0
262,262,1,0.0
263,263,1,0.0
264,264,1,0.0
265,265,1,0.0
266,266,1,0.0
267,267,2,0.3624578145938004
268,268,1,0.0
269,269,1,0.0
270,270,1,0.0
271,271,1,0.0
272,272,1,7.703719777548943e-34
273,273,1,0.0
274,274,2,0.10529910240986069
275,275,1,0.0
276,276,1,0.0
277,277,1,0.0
278,278,1,0.0
279,279,1,0.0
280,280,1,0.0
281,281,1,0.0
282,282,1,0.0
283,283,1,0.0
284,284,1,0.0
285,285,1,0.0
286,286,1,0.0
287,287,1,0.0
288,288,1,0.0
289,289,4,1.231728240384394
290,290,1,0.0
291,291,1,0.0
292,292,2,0.39156178089280685
293,293,2,0.3349910099813762
294,294,1,0.0
295,295,1,0.0
296,296,2,0.2232014321327396
297,297,1,0.0
298,298,1,0.0
299,299,1,0.0
300,300,1,0.0
301,301,1,0.0
302,302,1,0.0
303,303,1,0.0
304,304,1,0.0
305,305,1,0.0
306,306,1,0.0
307,307,1,0.0
308,308,1,0.0
